<h1>	<h1>	<h1>	タグ		
加賀	カガ	加賀	名詞-固有名詞-地域-一般		
山	ヤマ	山	名詞-一般		
之	コレ	之	名詞-代名詞-一般		
雄	タケシ	雄	名詞-固有名詞-人名-名		
・	・	・	記号-一般		
田中	タナカ	田中	名詞-固有名詞-人名-姓		
政文	マサフミ	政文	名詞-固有名詞-人名-名		
・	・	・	記号-一般		
坂西	サカニシ	坂西	名詞-固有名詞-人名-姓		
志保	シホ	志保	名詞-固有名詞-人名-名		
。	。	。	記号-句点		
　	　	　	記号-空白		
当世	トウセイ	当世	名詞-副詞可能		
　	　	　	記号-空白		
腑	フ	腑	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
落ち	オチ	落ちる	動詞-自立	一段	未然形
ぬ	ヌ	ぬ	助動詞	特殊・ヌ	基本形
話	ハナシ	話	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
〔	〔	〔	記号-括弧開		
一	イチ	一	名詞-数		
ページ	ページ	ページ	名詞-接尾-助数詞		
実務	ジツム	実務	名詞-一般		
知識	チシキ	知識	名詞-一般		
〕	〕	〕	記号-括弧閉		
履歴	リレキ	履歴	名詞-一般		
書	ショ	書	名詞-接尾-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
ネール	ネール	ネール	未知語		
・	・	・	記号-一般		
評伝	ヒョウデン	評伝	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
世界	セカイ	世界	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
動かす	ウゴカス	動かす	動詞-自立	五段・サ行	基本形
人々	ヒトビト	人々	名詞-一般		
ー	ー	ー	未知語		
4	4	4	未知語		
ー	ー	ー	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
金石	カネイシ	金石	名詞-固有名詞-人名-姓		
雑記	ザッキ	雑記	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
楽天的	ラクテンテキ	楽天的	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
時評	ジヒョウ	時評	名詞-一般		
ー	ー	ー	未知語		
2	2	2	未知語		
ー	ー	ー	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
あの	アノ	あの	連体詞		
詩人	シジン	詩人	名詞-一般		
・	・	・	記号-一般		
この	コノ	この	連体詞		
詩人	シジン	詩人	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
庶民	ショミン	庶民	名詞-一般		
の	ノ	の	助詞-連体化		
哲学	テツガク	哲学	名詞-一般		
ー	ー	ー	未知語		
3	3	3	未知語		
ー	ー	ー	未知語		
医者	イシャ	医者	名詞-一般		
の	ノ	の	助詞-連体化		
哲学	テツガク	哲学	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
作家	サッカ	作家	名詞-一般		
と	ト	と	助詞-並立助詞		
競馬	ケイバ	競馬	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
現代	ゲンダイ	現代	名詞-一般		
政商	セイショウ	政商	名詞-一般		
論	ロン	論	名詞-接尾-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
三	サン	三	名詞-数		
糎	センチメートル	糎	名詞-接尾-助数詞		
コント	コント	コント	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
小説	ショウセツ	小説	名詞-一般		
　	　	　	記号-空白		
或	アル	或	連体詞		
る	ル	り	助動詞	文語・リ	体言接続
千万	センバン	千万	名詞-一般		
長	チョウ	長	名詞-接尾-一般		
者	シャ	者	名詞-接尾-一般		
と	ト	と	助詞-並立助詞		
文士	ブンシ	文士	名詞-一般		
の	ノ	の	助詞-連体化		
物語	モノガタリ	物語	名詞-一般		
　	　	　	記号-空白		
:	:	:	未知語		
　	　	　	記号-空白		
どう	ドウ	どう	副詞-助詞類接続		
云う	イウ	云う	動詞-自立	五段・ワ行促音便	基本形
人間	ニンゲン	人間	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
商人	ショウニン	商人	名詞-一般		
として	トシテ	として	助詞-格助詞-連語		
成功	セイコウ	成功	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
の	ノ	の	助詞-連体化		
研究	ケンキュウ	研究	名詞-サ変接続		
　	　	　	記号-空白		
(	(	(	未知語		
第	ダイ	第	接頭詞-数接続		
五	ゴ	五	名詞-数		
回	カイ	回	名詞-接尾-助数詞		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
〔	〔	〔	記号-括弧開		
一	イチ	一	名詞-数		
ページ	ページ	ページ	名詞-接尾-助数詞		
歳時記	サイジキ	歳時記	名詞-一般		
〕	〕	〕	記号-括弧閉		
セミ	セミ	セミ	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
読書	ドクショ	読書	名詞-サ変接続		
雑記	ザッキ	雑記	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
【	【	【	記号-括弧開		
創作	ソウサク	創作	名詞-サ変接続		
】	】	】	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
椿	ツバキ	椿	名詞-固有名詞-人名-姓		
子	コ	子	名詞-一般		
物語	モノガタリ	物語	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
今	イマ	今	名詞-副詞可能		
上熊野	カミクマノ	上熊野	名詞-固有名詞-地域-一般		
行幸	ギョウコウ	行幸	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
漣	サザナミ	漣	名詞-一般		
波	ナミ	波	名詞-一般		
　	　	　	記号-空白		
(	(	(	未知語		
第	ダイ	第	接頭詞-数接続		
七	ナナ	七	名詞-数		
回	カイ	回	名詞-接尾-助数詞		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
米	ベイ	米	名詞-固有名詞-地域-国		
ソ	ソ	ソ	名詞-固有名詞-一般		
の	ノ	の	助詞-連体化		
和戦	ワセン	和戦	名詞-一般		
両様	リョウヨウ	両様	名詞-一般		
態勢	タイセイ	態勢	名詞-一般		
の	ノ	の	助詞-連体化		
分析	ブンセキ	分析	名詞-サ変接続		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
66(12)(754);	66(12)(754);	66(12)(754);	未知語		
十一月	ジュウイチガツ	十一月	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
【	【	【	記号-括弧開		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
】	】	】	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
国民	コクミン	国民	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
希望	キボウ	希望	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
与えよ	アタエヨ	与える	動詞-自立	一段	命令ｙｏ
。	。	。	記号-句点		
　	　	　	記号-空白		
公安	コウアン	公安	名詞-一般		
保障	ホショウ	保障	名詞-サ変接続		
法	ホウ	法	名詞-接尾-一般		
は	ハ	は	助詞-係助詞		
言論	ゲンロン	言論	名詞-一般		
取締	トリシマリ	取締	名詞-一般		
の	ノ	の	助詞-連体化		
危険	キケン	危険	名詞-形容動詞語幹		
あり	アリ	ある	動詞-自立	五段・ラ行	連用形
。	。	。	記号-句点		
　	　	　	記号-空白		
講和	コウワ	講和	名詞-サ変接続		
後	ゴ	後	名詞-接尾-副詞可能		
の	ノ	の	助詞-連体化		
基本	キホン	基本	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
人権	ジンケン	人権	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
自由	ジユウ	自由	名詞-形容動詞語幹		
と	ト	と	助詞-格助詞-引用		
人権	ジンケン	人権	名詞-一般		
の	ノ	の	助詞-連体化		
擁護	ヨウゴ	擁護	名詞-サ変接続		
の	ノ	の	助詞-連体化		
ため	タメ	ため	名詞-非自立-副詞可能		
に	ニ	に	助詞-格助詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
労働	ロウドウ	労働	名詞-サ変接続		
と	ト	と	助詞-並立助詞		
体育	タイイク	体育	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
遺稿	イコウ	遺稿	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
警察	ケイサツ	警察	名詞-一般		
国家	コッカ	国家	名詞-一般		
化	カ	化	名詞-接尾-サ変接続		
の	ノ	の	助詞-連体化		
兆	チョウ	兆	名詞-数		
(	(	(	未知語		
鼎談	テイダン	鼎談	名詞-サ変接続		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
【	【	【	記号-括弧開		
街	マチ	街	名詞-一般		
の	ノ	の	助詞-連体化		
人物	ジンブツ	人物	名詞-一般		
評論	ヒョウロン	評論	名詞-サ変接続		
】	】	】	記号-括弧閉		
小林	コバヤシ	小林	名詞-固有名詞-人名-姓		
一三	カズミ	一三	名詞-固有名詞-人名-名		
・	・	・	記号-一般		
松本	マツモト	松本	名詞-固有名詞-人名-姓		
浩	ヒロシ	浩	名詞-固有名詞-人名-名		
一郎	イチロウ	一郎	名詞-固有名詞-人名-名		
・	・	・	記号-一般		
白井	シライ	白井	名詞-固有名詞-人名-姓		
義男	ヨシオ	義男	名詞-固有名詞-人名-名		
。	。	。	記号-句点		
　	　	　	記号-空白		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
の	ノ	の	助詞-連体化		
「	「	「	記号-括弧開		
死	シ	死	名詞-一般		
の	ノ	の	助詞-連体化		
商人	ショウニン	商人	名詞-一般		
」	」	」	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
世論	セロン	世論	名詞-一般		
は	ハ	は	助詞-係助詞		
こう	コウ	こう	副詞-助詞類接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
つくら	ツクラ	つくる	動詞-自立	五段・ラ行	未然形
れる	レル	れる	動詞-接尾	一段	基本形
U	U	U	未知語		
・	・	・	記号-一般		
S	S	S	未知語		
ニユーズ	ニユーズ	ニユーズ	未知語		
・	・	・	記号-一般		
アンド	アンド	アンド	名詞-固有名詞-一般		
・	・	・	記号-一般		
ワールド	ワールド	ワールド	名詞-一般		
・	・	・	記号-一般		
リ	リ	リ	名詞-固有名詞-一般		
ポー	ポー	ポー	名詞-固有名詞-地域-一般		
ド	ド	ド	接頭詞-名詞接続		
誌	シ	誌	名詞-一般		
　	　	　	記号-空白		
。	。	。	記号-句点		
　	　	　	記号-空白		
特集	トクシュウ	特集	名詞-サ変接続		
　	　	　	記号-空白		
社会党	シャカイトウ	社会党	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
解党	カイトウ	解党	名詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
出直す	デナオス	出直す	動詞-自立	五段・サ行	基本形
べき	ベキ	べし	助動詞	文語・ベシ	体言接続
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
党内	トウナイ	党内	名詞-一般		
批判	ヒハン	批判	名詞-サ変接続		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
社会党	シャカイトウ	社会党	名詞-固有名詞-組織		
の	ノ	の	助詞-格助詞-一般		
行く	イク	行く	動詞-自立	五段・カ行促音便	基本形
べき	ベキ	べし	助動詞	文語・ベシ	体言接続
道	ミチ	道	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
社会党	シャカイトウ	社会党	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
解党	カイトウ	解党	名詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
出直す	デナオス	出直す	動詞-自立	五段・サ行	基本形
べき	ベキ	べし	助動詞	文語・ベシ	体言接続
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
「	「	「	記号-括弧開		
両	リョウ	両	接頭詞-名詞接続		
条約	ジョウヤク	条約	名詞-一般		
反対	ハンタイ	反対	名詞-サ変接続		
論	ロン	論	名詞-接尾-一般		
」	」	」	記号-括弧閉		
批判	ヒハン	批判	名詞-サ変接続		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
社会党	シャカイトウ	社会党	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
解党	カイトウ	解党	名詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
出直す	デナオス	出直す	動詞-自立	五段・サ行	基本形
べき	ベキ	べし	助動詞	文語・ベシ	体言接続
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
（	（	（	記号-括弧開		
外部	ガイブ	外部	名詞-一般		
批判	ヒハン	批判	名詞-サ変接続		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
社会	シャカイ	社会	名詞-一般		
主義	シュギ	主義	名詞-一般		
政党	セイトウ	政党	名詞-一般		
の	ノ	の	助詞-連体化		
在り方	アリカタ	在り方	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
社会党	シャカイトウ	社会党	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
解党	カイトウ	解党	名詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
出直す	デナオス	出直す	動詞-自立	五段・サ行	基本形
べき	ベキ	べし	助動詞	文語・ベシ	体言接続
か	カ	か	助詞-副助詞／並立助詞／終助詞		
(	(	(	未知語		
座談	ザダン	座談	名詞-サ変接続		
会	カイ	会	名詞-接尾-一般		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
〔	〔	〔	記号-括弧開		
一	イチ	一	名詞-数		
ページ	ページ	ページ	名詞-接尾-助数詞		
歳時記	サイジキ	歳時記	名詞-一般		
〕	〕	〕	記号-括弧閉		
柿	カキ	柿	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
へ	ヘ	へ	助詞-格助詞-一般		
の	ノ	の	助詞-連体化		
手紙	テガミ	手紙	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
木槿	ムクゲ	木槿	名詞-一般		
通信	ツウシン	通信	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
大学	ダイガク	大学	名詞-一般		
学長	ガクチョウ	学長	名詞-一般		
総まくり	ソウマクリ	総まくり	名詞-一般		
ー	ー	ー	未知語		
3	3	3	未知語		
ー	ー	ー	未知語		
南西	ナンセイ	南西	名詞-一般		
日本	ニッポン	日本	名詞-固有名詞-地域-国		
と	ト	と	助詞-並立助詞		
近畿	キンキ	近畿	名詞-固有名詞-地域-一般		
(	(	(	未知語		
大阪	オオサカ	大阪	名詞-固有名詞-地域-一般		
を	ヲ	を	助詞-格助詞-一般		
除く	ノゾク	除く	動詞-自立	五段・カ行イ音便	基本形
)	)	)	未知語		
信越	シンエツ	信越	名詞-一般		
の	ノ	の	助詞-連体化		
巻	マキ	巻	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
ソ連	ソレン	ソ連	名詞-固有名詞-地域-国		
研究	ケンキュウ	研究	名詞-サ変接続		
　	　	　	記号-空白		
(1)	(1)	(1)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
ソ連	ソレン	ソ連	名詞-固有名詞-地域-国		
は	ハ	は	助詞-係助詞		
平和	ヘイワ	平和	名詞-形容動詞語幹		
を	ヲ	を	助詞-格助詞-一般		
どう	ドウ	どう	副詞-助詞類接続		
考え	カンガエ	考える	動詞-自立	一段	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
ソ連	ソレン	ソ連	名詞-固有名詞-地域-国		
潜水艦	センスイカン	潜水艦	名詞-一般		
の	ノ	の	助詞-連体化		
脅威	キョウイ	脅威	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
海千山千	ウミセンヤマセン	海千山千	名詞-一般		
の	ノ	の	助詞-連体化		
話	ハナシ	話	名詞-サ変接続		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
蘭童	ランドウ	蘭童	名詞-固有名詞-人名-名		
スポーツ	スポーツ	スポーツ	名詞-一般		
手帳	テチョウ	手帳	名詞-一般		
(	(	(	未知語		
山	ヤマ	山	名詞-一般		
火事	カジ	火事	名詞-一般		
の	ノ	の	助詞-連体化		
巻	マキ	巻	名詞-一般		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
遍歴	ヘンレキ	遍歴	名詞-サ変接続		
の	ノ	の	助詞-連体化		
日	ヒ	日	名詞-非自立-副詞可能		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
滞欧	タイオウ	滞欧	名詞-一般		
米	マイ	米	名詞-接尾-一般		
時代	ジダイ	時代	名詞-一般		
前後	ゼンゴ	前後	名詞-副詞可能		
ー	ー	ー	未知語		
2	2	2	未知語		
ー	ー	ー	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
当世	トウセイ	当世	名詞-副詞可能		
名人	メイジン	名人	名詞-一般		
譚	タン	譚	名詞-固有名詞-人名-名		
。	。	。	記号-句点		
　	　	　	記号-空白		
射的	シャテキ	射的	名詞-一般		
屋	ヤ	屋	名詞-接尾-一般		
荒し	アラシ	荒い	形容詞-自立	形容詞・アウオ段	文語基本形
。	。	。	記号-句点		
　	　	　	記号-空白		
釣堀	ツリボリ	釣堀	名詞-一般		
荒し	アラシ	荒い	形容詞-自立	形容詞・アウオ段	文語基本形
。	。	。	記号-句点		
　	　	　	記号-空白		
パチンコ	パチンコ	パチンコ	名詞-一般		
屋	ヤ	屋	名詞-接尾-一般		
荒し	アラシ	荒い	形容詞-自立	形容詞・アウオ段	文語基本形
。	。	。	記号-句点		
　	　	　	記号-空白		
新聞	シンブン	新聞	名詞-一般		
記者	キシャ	記者	名詞-一般		
の	ノ	の	助詞-連体化		
哲学	テツガク	哲学	名詞-一般		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
庶民	ショミン	庶民	名詞-一般		
の	ノ	の	助詞-連体化		
哲学	テツガク	哲学	名詞-一般		
ー	ー	ー	未知語		
6	6	6	未知語		
ー	ー	ー	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
読書	ドクショ	読書	名詞-サ変接続		
雑記	ザッキ	雑記	名詞-サ変接続		
ー	ー	ー	未知語		
ー	ー	ー	未知語		
「	「	「	記号-括弧開		
大谷	オオヤ	大谷	名詞-固有名詞-人名-姓		
竹次郎	タケジロウ	竹次郎	名詞-固有名詞-人名-名		
演劇	エンゲキ	演劇	名詞-一般		
六十	ロクジュウ	六十	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
」	」	」	記号-括弧閉		
「	「	「	記号-括弧開		
人間	ニンゲン	人間	名詞-一般		
襤褸	ボロ	襤褸	名詞-一般		
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
「	「	「	記号-括弧開		
炎	ホノオ	炎	名詞-一般		
の	ノ	の	助詞-連体化		
人	ヒト	人	名詞-一般		
」	」	」	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
【	【	【	記号-括弧開		
小説	ショウセツ	小説	名詞-一般		
】	】	】	記号-括弧閉		
。	。	。	記号-句点		
　	　	　	記号-空白		
或	アル	或	連体詞		
る	ル	り	助動詞	文語・リ	体言接続
千万	センバン	千万	名詞-一般		
長	チョウ	長	名詞-接尾-一般		
者	シャ	者	名詞-接尾-一般		
と	ト	と	助詞-並立助詞		
文士	ブンシ	文士	名詞-一般		
の	ノ	の	助詞-連体化		
物語	モノガタリ	物語	名詞-一般		
　	　	　	記号-空白		
(	(	(	未知語		
第	ダイ	第	接頭詞-数接続		
九	キュウ	九	名詞-数		
回	カイ	回	名詞-接尾-助数詞		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
オスロ	オスロ	オスロ	名詞-固有名詞-地域-一般		
　	　	　	記号-空白		
(	(	(	未知語		
第	ダイ	第	接頭詞-数接続		
二	ニ	二	名詞-数		
回	カイ	回	名詞-接尾-助数詞		
)	)	)	未知語		
。	。	。	記号-句点		
　	　	　	記号-空白		
日本人	ニッポンジン	日本人	名詞-一般		
の	ノ	の	助詞-連体化		
生き方	イキカタ	生き方	名詞-一般		
に関する	ニカンスル	に関する	助詞-格助詞-連語		
50	50	50	未知語		
の	ノ	の	助詞-連体化		
質問	シツモン	質問	名詞-サ変接続		
と	ト	と	助詞-並立助詞		
答	コタエ	答	名詞-一般		
EOS
<h2>	<h2>	<h2>	タグ		
中央公論	チュウオウコウロン	中央公論	名詞-固有名詞-一般		
　	　	　	記号-空白		
67(2)(757);	67(2)(757);	67(2)(757);	未知語		
二月	ニガツ	二月	名詞-副詞可能		
號	號	號	未知語		
</h2>	</h2>	</h2>	タグ		
EOS
再	サイ	再	接頭詞-名詞接続		
軍備	グンビ	軍備	名詞-サ変接続		
と	ト	と	助詞-並立助詞		
政治	セイジ	政治	名詞-一般		
の	ノ	の	助詞-連体化		
在り方	アリカタ	在り方	名詞-一般		
　	　	　	記号-空白		
:	:	:	未知語		
　	　	　	記号-空白		
巻頭	カントウ	巻頭	名詞-一般		
言	ゲン	言	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
現代	ゲンダイ	現代	名詞-一般		
知識人	チシキジン	知識人	名詞-一般		
の	ノ	の	助詞-連体化		
任務	ニンム	任務	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
真理	シンリ	真理	名詞-一般		
は	ハ	は	助詞-係助詞		
最後	サイゴ	最後	名詞-一般		
の	ノ	の	助詞-連体化		
勝利	ショウリ	勝利	名詞-サ変接続		
者	シャ	者	名詞-接尾-一般		
で	デ	だ	助動詞	特殊・ダ	連用形
ある	アル	ある	助動詞	五段・ラ行アル	基本形
。	。	。	記号-句点		
　	　	　	記号-空白		
27	27	27	未知語		
年	トシ	年	名詞-一般		
予算	ヨサン	予算	名詞-一般		
と	ト	と	助詞-格助詞-一般		
講和	コウワ	講和	名詞-サ変接続		
後	ゴ	後	名詞-接尾-副詞可能		
の	ノ	の	助詞-連体化		
経済	ケイザイ	経済	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
特集	トクシュウ	特集	名詞-サ変接続		
　	　	　	記号-空白		
中国	チュウゴク	中国	名詞-固有名詞-地域-国		
は	ハ	は	助詞-係助詞		
どう	ドウ	どう	副詞-助詞類接続		
動き	ウゴキ	動く	動詞-自立	五段・カ行イ音便	連用形
つつ	ツツ	つつ	助詞-接続助詞		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
中国	チュウゴク	中国	名詞-固有名詞-地域-国		
に関する	ニカンスル	に関する	助詞-格助詞-連語		
情報	ジョウホウ	情報	名詞-一般		
について	ニツイテ	について	助詞-格助詞-連語		
。	。	。	記号-句点		
　	　	　	記号-空白		
中共	チュウキョウ	中共	名詞-固有名詞-組織		
独裁	ドクサイ	独裁	名詞-サ変接続		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
・	・	・	記号-一般		
民主	ミンシュ	民主	名詞-一般		
主義	シュギ	主義	名詞-一般		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
向	コウ	向	接頭詞-名詞接続		
ソ	ソ	ソ	名詞-固有名詞-一般		
一辺倒	イッペントウ	一辺倒	名詞-一般		
は	ハ	は	助詞-係助詞		
真実	シンジツ	真実	名詞-一般		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
中国	チュウゴク	中国	名詞-固有名詞-地域-国		
は	ハ	は	助詞-係助詞		
いつ	イツ	いつ	名詞-副詞可能		
どの	ドノ	どの	連体詞		
よう	ヨウ	よう	名詞-非自立-助動詞語幹		
に	ニ	に	助詞-副詞化		
工業	コウギョウ	工業	名詞-一般		
化	カ	化	名詞-接尾-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
経済	ケイザイ	経済	名詞-一般		
封鎖	フウサ	封鎖	名詞-サ変接続		
は	ハ	は	助詞-係助詞		
中国	チュウゴク	中国	名詞-固有名詞-地域-国		
に	ニ	に	助詞-格助詞-一般		
どう	ドウ	どう	副詞-助詞類接続		
影響	エイキョウ	影響	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
中共	チュウキョウ	中共	名詞-固有名詞-組織		
軍	グン	軍	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
近代	キンダイ	近代	名詞-一般		
戦	セン	戦	名詞-接尾-一般		
能力	ノウリョク	能力	名詞-一般		
について	ニツイテ	について	助詞-格助詞-連語		
。	。	。	記号-句点		
　	　	　	記号-空白		
精神	セイシン	精神	名詞-一般		
革命	カクメイ	革命	名詞-一般		
は	ハ	は	助詞-係助詞		
どう	ドウ	どう	副詞-助詞類接続		
行わ	オコナワ	行う	動詞-自立	五段・ワ行促音便	未然形
れ	レ	れる	動詞-接尾	一段	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
。	。	。	記号-句点		
　	　	　	記号-空白		
【	【	【	記号-括弧開		
街	マチ	街	名詞-一般		
の	ノ	の	助詞-連体化		
人物	ジンブツ	人物	名詞-一般		
評論	ヒョウロン	評論	名詞-サ変接続		
】	】	】	記号-括弧閉		
石垣	イシガキ	石垣	名詞-固有名詞-人名-姓		
綾子	アヤコ	綾子	名詞-固有名詞-人名-名		
・	・	・	記号-一般		
木村	キムラ	木村	名詞-固有名詞-人名-姓		
篤太郎	トクタロウ	篤太郎	名詞-固有名詞-人名-名		
・	・	・	記号-一般		
都留	ツル	都留	名詞-固有名詞-人名-姓		
重人	シゲト	重人	名詞-固有名詞-人名-名		
。	。	。	記号-句点		
　	　	　	記号-空白		
天皇	テンノウ	天皇	名詞-一般		
退位	タイイ	退位	名詞-サ変接続		
論	ロン	論	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
再	サイ	再	接頭詞-名詞接続		
台頭	タイトウ	台頭	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
戦争	センソウ	戦争	名詞-サ変接続		
の	ノ	の	助詞-連体化		
危機	キキ	危機	名詞-一般		
と	ト	と	助詞-並立助詞		
中間	チュウカン	中間	名詞-一般		
層	ソウ	層	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
去就	キョシュウ	去就	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
ドイツ	ドイツ	ドイツ	名詞-固有名詞-地域-国		
日記	ニッキ	日記	名詞-一般		
。	。	。	記号-句点		
　	　	　	記号-空白		
二月	ニガツ	二月	名詞-副詞可能		
の	ノ	の	助詞-連体化		
書評	ショヒョウ	書評	名詞-サ変接続		
。	。	。	記号-句点		
　	　	　	記号-空白		
林	ハヤシ	林	名詞-固有名詞-人名-姓		
語	ゴ	語	名詞-接尾-一般		
堂	ドウ	堂	名詞-接尾-一般		
